,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_size_normalized,pl_mass_normalized,habitability_index,log_orbital_period,orbital_ellipse,Eccentricity_Class,star_category,star_color,star_luminosity,planet_system_count,distance_from_earth,PSI,Habitable_Zone,Density,Planet_Type,Temperature_Comparison,Distance_Class
4791,MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,Microlensing,2013,MOA,0,,,,,0.92,0.16,-0.16,0.0,2.99,,,0.0,0.266,,,0.0,9.2,2.2,-2.2,0.0,0.029,0.007,-0.007,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.11,0.01,-0.01,0.0,,,,,,,,,,17h57m59.12s,269.496333,-30d42m54.63s,-30.715175,810.0,100.0,-100.0,,,,18.76,0.36,-0.36,,,,0.26696428571428577,0.028949024543738197,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,810.0,0.9996196113053039,Missing,0.08216477173731251,Gaseous,Missing,Moderate Distance
4792,MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,Microlensing,2015,MOA,0,,,,,1.72,0.56,-0.48,0.0,11.1,,,0.0,0.994,,,0.0,86.0,150.0,-51.0,0.0,0.27,0.48,-0.16,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.18,0.32,-0.11,0.0,,,,,,,,,,18h05m12.94s,271.303917,-27d17m35.64s,-27.2932333,6430.0,1090.0,-1150.0,,,,,,,,,,0.9910714285714286,0.27061044682190055,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,6430.0,0.9964416569272523,Missing,0.015012081225750588,Gaseous,Missing,Far Planet
4793,MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,Microlensing,2012,MOA,0,,,,,2.0,3.0,-1.0,0.0,13.6,,,0.0,1.21,,,0.0,480.0,300.0,-100.0,0.0,1.5,0.8,-0.3,0.0,Mass,,,,,,,,,,,,,0,,5950.0,150.0,,0.0,,,,,0.67,0.33,-0.13,0.0,,,,,,,,,,18h06m07.44s,271.531006,-31d27m16.1s,-31.4544773,2300.0,600.0,-600.0,,,,,,,,,,1.2142857142857144,1.5103838892385146,0,Missing,Missing,Missing,Main Sequence,yellow,Missing,1,2300.0,0.9817023379544493,Missing,0.04555498447445102,Gaseous,Missing,Far Planet
4794,MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,Microlensing,2016,MOA,0,,,,,4.14,0.64,-0.64,0.0,5.99,,,0.0,0.535,,,0.0,30.0,16.0,-12.0,0.0,0.09,0.05,-0.04,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.75,0.35,-0.3,0.0,,,,,,,,,,18h03m24.96s,270.854,-29d12m48.3s,-29.2134167,7380.0,520.0,-620.0,,,,19.0,1.4,-1.4,,,,0.5348214285714287,0.09439899307740716,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,7380.0,0.9986218339283961,Missing,0.03332362037010164,Gaseous,Missing,Far Planet
4795,MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,Microlensing,2014,MOA,0,,,,,0.95,0.53,-0.19,0.0,4.29,,,0.0,0.383,,,0.0,17.0,28.0,-10.0,0.0,0.053,0.088,-0.03,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.11,0.21,-0.06,0.0,,,,,,,,,,18h00m23.48s,270.097833,-31d14m42.93s,-31.2452583,7200.0,800.0,-800.0,,,,,,,,,,0.3830357142857143,0.05349276274386407,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,7200.0,0.9992826849907636,Missing,0.051402996370986144,Gaseous,Missing,Moderate Distance
4796,MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,Microlensing,2018,MOA,0,,,,,0.69,0.24,-0.24,0.0,4.43,,,0.0,0.396,,,0.0,18.0,34.0,-12.0,0.0,0.057,0.11,-0.038,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.15,0.27,-0.1,0.0,,,,,,,,,,17h55m28.29s,268.867889,-29d10m14.4s,-29.1706657,4400.0,1400.0,-1400.0,,,,23.4,1.8,-2.0,,,,0.39553571428571427,0.056639395846444306,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,4400.0,0.9992306787239106,Missing,0.04942796348082987,Gaseous,Missing,Moderate Distance
4797,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,Microlensing,2012,MOA,0,3000.0,,,0.0,1.1,0.1,-0.1,0.0,12.9,,,0.0,1.15,,,0.0,1500.0,100.0,-100.0,0.0,4.8,0.3,-0.3,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.86,0.06,-0.06,0.0,,,,,,,,,,17h55m39.35s,268.913958,-28d28m36.65s,-28.4768472,7720.0,440.0,-440.0,,,,,,,,,,1.1517857142857144,4.7199496538703585,0,8.006700845440367,Missing,Missing,Main Sequence,red,Missing,1,7720.0,0.9438714935522551,Missing,0.16681439274937565,Gaseous,Missing,Far Planet
4798,MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,Microlensing,2013,MOA,0,,,,,4.3,1.5,-1.2,0.0,12.4,,,0.0,1.11,,,0.0,3690.0,4260.0,-1800.0,0.0,11.6,13.4,-5.6,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.39,0.45,-0.19,0.0,,,,,,,,,,18h04m53.6s,271.223333,-27d13m15.4s,-27.2209444,7560.0,910.0,-910.0,,,,,,,,,,1.1071428571428572,11.611076148521082,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,7560.0,0.862418535460453,Missing,0.4620326871022502,Gaseous,Missing,Far Planet
4799,MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,Microlensing,2017,Multiple Observatories,0,,,,,10.2,1.8,-2.4,0.0,12.6,,,0.0,1.12,,,0.0,2700.0,1500.0,-1200.0,0.0,8.4,4.6,-3.9,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.49,0.27,-0.23,0.0,,,,,,,,,,18h01m46.31s,270.442963,-29d06m31.6s,-29.108778,5300.0,800.0,-1300.0,,,,,,,,,,1.125,8.495909376966646,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,5300.0,0.8989677968580561,Missing,0.32222818086308586,Gaseous,Missing,Far Planet
4800,MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,Microlensing,2017,MOA,0,,,,,0.9,0.25,-0.21,0.0,2.48,,,0.0,0.221,,,0.0,6.7,10.61,-3.51,0.0,0.0211,0.0334,-0.011,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.1,0.16,-0.05,0.0,,,,,,,,,,17h52m34.34s,268.143097,-32d02m24.33s,-32.0400925,7210.0,1140.0,-1110.0,,,,23.93,4.13,-1.82,,,,0.22142857142857145,0.021082441787287604,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,7210.0,0.9997306818323685,Missing,0.10486514239786845,Gaseous,Missing,Moderate Distance
4801,MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,Microlensing,2014,MOA,0,,,,,3.03,0.27,-0.27,0.0,13.2,,,0.0,1.18,,,0.0,871.0,54.0,-54.0,0.0,2.74,0.17,-0.17,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.88,0.05,-0.05,0.0,,,,,,,,,,18h03m56.5s,270.985417,-29d32m41s,-29.5447222,6720.0,590.0,-590.0,,,,,,,,,,1.1785714285714286,2.740717432347388,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,6720.0,0.9671543277489982,Missing,0.090408185309344,Gaseous,Missing,Far Planet
4802,MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,Microlensing,2016,MOA,0,,,,,0.93,0.08,-0.08,0.0,1.62,,,0.0,0.144,,,0.0,3.24,0.38,-0.3,0.0,0.0102,0.0012,-0.0009,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.02,0.0,0.0,0.0,,,,,,,,,,17h58m42.85s,272.019257,-29d23m53.66s,-29.7315826,850.0,80.0,-80.0,,,,,,,,,,0.14464285714285716,0.010195091252359975,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,850.0,0.9998922727329473,Missing,0.1819329482074707,Gaseous,Missing,Moderate Distance
4803,MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,Microlensing,2018,MOA,0,,,,,0.24,0.06,-0.09,0.0,6.42,,,0.0,0.572,,,0.0,33.7,129.0,-23.2,0.0,0.106,0.406,-0.073,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.01,0.04,-0.01,0.0,,,,,,,,,,18h07m47.69s,271.9487,-28d10m13.00s,-28.1702785,7100.0,1100.0,-1000.0,,,,,,,,,,0.5732142857142858,0.10604153555695406,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,7100.0,0.9985568260948299,Missing,0.030404383890316466,Gaseous,Missing,Moderate Distance
4804,MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,Microlensing,2017,MOA,0,,,,,1.39,0.22,-0.22,0.0,13.2,,,0.0,1.18,,,0.0,890.0,700.0,-480.0,0.0,2.8,2.2,-1.5,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.29,0.23,-0.15,0.0,,,,,,,,,,18h05m53.70s,271.473755,-27d42m51.43s,-27.7142868,6500.0,1000.0,-1000.0,,,,,,,,,,1.1785714285714286,2.8005034612964126,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,6500.0,0.9665094500400213,Missing,0.0923803500864709,Gaseous,Missing,Far Planet
4805,MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,Microlensing,2018,MOA,0,,,,,0.95,0.17,-0.2,0.0,14.1,,,0.0,1.26,,,0.0,200.0,369.0,-100.0,0.0,0.62,1.16,-0.33,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.15,0.28,-0.08,0.0,,,,,,,,,,17h54m58.13s,268.742218,-29d45m01.67s,-29.7504635,6800.0,1200.0,-1400.0,,,,,,,,,,1.2589285714285714,0.6293266205160478,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,6800.0,0.9921203076251046,Missing,0.017032721618298594,Gaseous,Missing,Moderate Distance
4806,MOA-2019-BLG-008L b,MOA-2019-BLG-008L,1,1,Microlensing,2022,MOA,0,,,,,,,,,12.2,,,0.0,1.08,,,0.0,5720.91133,953.48522,-635.65681,0.0,18.0,3.0,-2.0,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.9,0.2,-0.1,0.0,,,,,,,,,,17h51m55.89s,267.982875,-29d59m23.03s,-29.9897306,2700.0,300.0,-300.0,,,,,,,,,,1.0892857142857142,18.001608967904343,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,2700.0,0.6806578588570391,Missing,0.7521372800696392,Gaseous,Missing,Missing
4807,MOA-2020-BLG-135L b,MOA-2020-BLG-135L,1,1,Microlensing,2022,MOA,0,,,,,1.11,0.23,-0.2,0.0,3.37,,,0.0,0.301,,,0.0,11.3,19.2,-6.9,0.0,0.03555,0.06041,-0.02171,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.23,0.39,-0.14,0.0,,,,,,,,,,17h53m41.64s,268.4235,-29d48m27.24s,-29.8075667,7900.0,1000.0,-1000.0,,,,,,,,,,0.3008928571428572,0.0355569540591567,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,7900.0,0.9995263714983031,Missing,0.07048555627570419,Gaseous,Missing,Far Planet
4808,MOA-2020-BLG-208L b,MOA-2020-BLG-208L,1,1,Microlensing,2023,MOA,0,,,,,2.74,0.43,-0.47,0.0,7.71,,,0.0,0.688,,,0.0,46.0,42.0,-24.0,0.0,0.14473,0.13215,-0.07551,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.43,0.39,-0.23,0.0,,,,,,,,,,17h53m43.80s,268.4325,-32d35m21.52s,-32.5893111,7490.0,990.0,-1130.0,,,,,,,,,,0.6883928571428571,0.144745122718691,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,7490.0,0.9980155894462241,Missing,0.023961063397079475,Gaseous,Missing,Far Planet
4809,MOA-2022-BLG-249L b,MOA-2022-BLG-249L,1,1,Microlensing,2023,MOA,0,,,,,1.63,0.35,-0.35,0.0,2.04,,,0.0,0.182,,,0.0,4.83,1.44,-1.44,0.0,0.0152,0.00453,-0.00453,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.18,0.05,-0.05,0.0,,,,,,,,,,17h55m27.73s,268.8655417,-28d18m21.82s,-28.3060611,2000.0,420.0,-420.0,,,,,,,,,,0.18214285714285716,0.015198237885462556,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,2000.0,0.9997968040859386,Missing,0.1358213425997521,Gaseous,Missing,Far Planet
4810,MOA-2022-BLG-563L b,MOA-2022-BLG-563L,1,1,Microlensing,2024,MOA,0,,,,,2.15,0.37,-0.52,0.0,14.0,,,0.0,1.25,,,0.0,127.13136,98.52681,-79.4571,0.0,0.4,0.31,-0.25,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.48,0.36,-0.3,0.0,,,,,,,,,,18h01m12.05s,270.3002083,-27d50m08.99s,-27.8358306,6530.0,1120.0,-1570.0,,,,,,,,,,1.25,0.4000357457520453,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,6530.0,0.9947900359609622,Missing,0.011060632853131521,Gaseous,Missing,Far Planet
4811,MOA-bin-1L b,MOA-bin-1L,1,1,Microlensing,2012,MOA,0,,,,,8.3,4.5,-2.7,0.0,13.0,,,0.0,1.16,,,0.0,1200.0,670.0,-670.0,0.0,3.7,2.1,-2.1,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.75,0.33,-0.41,0.0,,,,,,,,,,17h51m10.20s,261.7925,-29d47m38.3s,-29.7939722,5100.0,1200.0,-1900.0,,,,,,,,,,1.1607142857142858,3.7759597230962867,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,5100.0,0.954744518057874,Missing,0.130395492747115,Gaseous,Missing,Far Planet
4812,MOA-bin-29 b,MOA-bin-29,1,1,Microlensing,2019,MOA,0,,,,,0.48,0.12,-0.1,0.0,14.1,,,0.0,1.26,,,0.0,190.0,381.0,-120.0,0.0,0.6,1.2,-0.38,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,0.03,0.07,-0.02,0.0,,,,,,,,,,17h57m30.23s,269.3759583,-29d44m11.63s,-29.7365639,7120.0,1150.0,-1050.0,44.61,2.82,-11.92,33.11,7.63,-9.4,,,,1.2589285714285714,0.5978602894902454,0,Missing,Missing,Missing,Main Sequence,red,8.799788536800909e-07,1,7120.0,0.9924743217130395,Outside Habitable Zone,0.016181085537383667,Gaseous,Missing,Moderate Distance
4813,MWC 758 c,MWC 758,1,1,Imaging,2023,Large Binocular Telescope Observatory,0,,,,,100.0,,,0.0,,,,,,,,,,,,,,,,,Msini,,,,,,,,,500.0,100.0,-100.0,0.0,0,A8Ve,7314.0,150.81,-143.29,0.0,2.01,0.09,-0.07,0.0,1.5,,,0.0,,,,,,4.05,0.09,-0.08,0.0,05h30m27.53s,82.6147199,+25d19m56.67s,25.3324076,159.537,1.742,-1.706,8.270001,0.03,-0.03,5.804,0.023,-0.023,8.19951,0.00092,-0.00092,Missing,Missing,0,Missing,Missing,Missing,Main Sequence,white,0.00032492469488328083,1,159.537,0.9944437185528725,Outside Habitable Zone,Missing,Missing,Hotter than Earth,Far Planet
4814,MXB 1658-298 b,MXB 1658-298,2,1,Eclipse Timing Variations,2017,Multiple Observatories,0,760.0,,,0.0,1.613,0.11,-0.11,0.0,12.0,,,0.0,1.07,,,0.0,7532.571,1017.056,-1017.056,0.0,23.7,3.2,-3.2,0.0,Mass,,,,,,,,,,,,,0,,,,,,,,,,1.98,,,0.0,,,,,,,,,,17h02m06.54s,255.5272522,-29d56m44.1s,-29.9455833,,,,,,,,,,,,,1.0714285714285714,23.702237256135934,0,6.634633357861686,Missing,Missing,Main Sequence,red,Missing,1,Missing,0.7197919429734988,Missing,1.0406648514241852,Gaseous,Missing,Far Planet
4815,NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,1,1,Radial Velocity,2024,Multiple Observatories,0,77.48,0.18,-0.19,0.0,0.384,0.004,-0.004,0.0,13.4,,,0.0,1.2,,,0.0,572.09113,63.56568,-63.56568,0.0,1.8,0.2,-0.2,0.0,Msini,0.0,,,0.0,,,,,683.0,9.0,-9.0,0.0,0,F9.5 V,6000.0,40.0,-40.0,0.0,2.13,0.04,-0.04,0.0,1.26,0.04,-0.04,0.0,-0.013,0.023,-0.023,0.0,[Fe/H],4.01,0.16,-0.16,0.0,08h52m03.55s,133.0147781,+11d41m23.87s,11.6899626,852.793,29.499,-27.625,12.704,0.057,-0.057,11.306,0.018,-0.018,12.5858,0.000178,-0.000178,1.1964285714285716,1.800160887350535,0,4.362843815257108,0.0,Low Eccentricity,Main Sequence,white,1.7468404154808954e-05,1,852.793,0.98368938621655,Outside Habitable Zone,0.05676259083472375,Gaseous,Hotter than Earth,Moderate Distance
4816,NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,Radial Velocity,2014,Multiple Observatories,0,121.71,0.31,-0.31,0.0,0.53,0.01,-0.01,0.0,12.7,,,0.0,1.13,,,0.0,2126.2827,2580.7796,-2580.7796,0.0,6.69,8.12,-8.12,0.0,Msini,0.35,0.08,-0.08,0.0,,,,,,,,,0,K3 III,4284.0,9.0,-9.0,0.0,39.59,35.82,-35.82,0.0,9.06,16.45,-16.45,0.0,-0.02,,,0.0,[Fe/H],2.2,0.06,-0.06,0.0,08h49m56.81s,132.4866957,+11d41m32.94s,11.6924845,817.192,39.553,-36.128,9.616,0.018,-0.018,6.693,9.995,-9.995,9.40374,0.000293,-0.000293,1.1339285714285714,6.690631529263689,0,4.809823847988456,0.35,Low Eccentricity,Giant,orange,1.439946119713704e-05,1,817.192,0.9206004462044208,Outside Habitable Zone,0.24781137276264864,Gaseous,Missing,Moderate Distance
4817,NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,Radial Velocity,2017,Multiple Observatories,0,511.21,2.04,-2.04,0.0,,,,,13.3,,,0.0,1.19,,,0.0,692.8694,54.0311,-54.0311,0.0,2.18,0.17,-0.17,0.0,Msini,0.16,0.07,-0.07,0.0,,,,,,,,,0,K4 III,4200.0,21.0,-21.0,0.0,21.02,1.19,-0.88,0.0,1.37,0.02,-0.02,0.0,-0.02,0.13,-0.13,0.0,[M/H],1.8,0.09,-0.09,0.0,08h51m17.47s,132.8228085,+11d45m22.67s,11.7562959,821.918,30.526,-30.526,9.814,0.01,-0.01,6.494,0.021,-0.021,9.25286,0.000242,-0.000242,1.1875000000000002,2.180205789804909,0,6.238734697198426,0.16,Low Eccentricity,Giant,orange,1.4527439331638631e-05,1,821.918,0.9607640911420388,Outside Habitable Zone,0.07030850271022411,Gaseous,Missing,Missing
4818,NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,Radial Velocity,2014,Multiple Observatories,0,6.959,0.001,-0.001,0.0,,,,,12.3,,,0.0,1.1,,,0.0,101.7056,9.5349,-9.5349,0.0,0.32,0.03,-0.03,0.0,Msini,0.3,0.08,-0.08,0.0,,,,,,,,,0,G5 V,5780.0,27.0,-27.0,0.0,0.99,0.02,-0.02,0.0,1.01,0.02,-0.02,0.0,0.023,0.015,-0.015,0.0,[Fe/H],4.44,0.05,-0.05,0.0,08h51m00.79s,132.7533077,+11d48m52.75s,11.8146537,872.92,28.353,-28.353,14.569,0.149,-0.149,12.965,0.029,-0.029,14.4666,0.000292,-0.000292,1.0982142857142858,0.3200302076777848,0,2.074303363823712,0.3,Low Eccentricity,Main Sequence,yellow,1.9119690388356077e-05,1,872.92,0.9937600503600456,Outside Habitable Zone,0.013047909103762172,Gaseous,Missing,Missing
4819,NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,Radial Velocity,2014,Multiple Observatories,0,5.118,0.001,-0.001,0.0,,,,,14.0,,,0.0,1.25,,,0.0,127.132,120.7754,-120.7754,0.0,0.4,0.38,-0.38,0.0,Msini,0.28,0.09,-0.09,0.0,,,,,,,,,0,G5 V,5725.0,45.0,-45.0,0.0,0.89,0.02,-0.02,0.0,0.96,0.01,-0.01,0.0,0.03,0.05,-0.05,0.0,[Fe/H],4.57,0.06,-0.06,0.0,08h51m00.75s,132.7531307,+11d53m11.45s,11.8865128,914.221,30.32,-30.32,14.684,0.114,-0.114,13.105,0.028,-0.028,14.6201,0.000278,-0.000278,1.25,0.400037759597231,0,1.8112352457287118,0.28,Low Eccentricity,Main Sequence,yellow,1.7568795588356068e-05,1,914.221,0.9922485402202307,Outside Habitable Zone,0.011060688534161174,Gaseous,Missing,Missing
4820,NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,Radial Velocity,2016,La Silla Observatory,0,4.087,0.007,-0.007,0.0,,,,,14.3,,,0.0,1.27,,,0.0,146.2018,15.8915,-15.8915,0.0,0.46,0.05,-0.05,0.0,Msini,0.15,0.08,-0.08,0.0,,,,,,,,,0,F9 V,6165.0,64.0,-64.0,0.0,1.22,0.08,-0.03,0.0,1.14,0.02,-0.02,0.0,-0.046,0.018,-0.018,0.0,[M/H],4.3,0.04,-0.04,0.0,08h51m19.03s,132.8293081,+11d40m15.70s,11.6710271,830.822,21.8685,-21.8685,13.699,0.092,-0.092,12.337,0.024,-0.024,13.5888,0.000204,-0.000204,1.2767857142857144,0.46004342353681554,0,1.6266882658406279,0.15,Low Eccentricity,Main Sequence,white,1.98459955472988e-05,1,830.822,0.991169235590564,Outside Habitable Zone,0.011935922709438487,Gaseous,Missing,Missing
4821,NGTS-1 b,NGTS-1,1,1,Transit,2017,Next-Generation Transit Survey (NGTS),0,2.647298,2e-05,-2e-05,0.0,0.0326,0.0047,-0.0045,0.0,14.908,6.837,-3.699,0.0,1.33,0.61,-0.33,0.0,258.07796,20.97678,-23.83725,0.0,0.812,0.066,-0.075,0.0,Mass,0.016,0.023,-0.012,0.0,65.3,5.1,-5.1,0.0,790.0,20.0,-20.0,0.0,0,M0.5,3916.0,71.0,-63.0,0.0,0.57,0.08,-0.08,0.0,0.62,0.02,-0.06,0.0,0.0,,,0.0,[M/H],4.71,0.23,-0.23,0.0,05h30m51.41s,82.7142134,-36d37m51.53s,-36.6309812,218.121,1.037,-1.037,15.667,0.137,-0.137,11.936,0.027,-0.027,14.8661,0.000487,-0.000487,1.3310714285714287,0.8120766519823789,0,1.2939866194837204,0.016,Low Eccentricity,Dwarf,orange,0.0003292993574157958,1,218.121,0.9924677150845473,Outside Habitable Zone,0.018595341375216536,Gaseous,Hotter than Earth,Close-in Planet
4822,NGTS-10 b,NGTS-10,1,1,Transit,2020,Next-Generation Transit Survey (NGTS),0,0.7668944,3e-07,-3e-07,0.0,0.0143,0.001,-0.001,0.0,13.507,1.311,-0.93,0.0,1.205,0.117,-0.083,0.0,687.14846,29.24036,-34.00781,0.0,2.162,0.092,-0.107,0.0,Mass,0.0,,,0.0,,,,,1332.0,49.0,-54.0,0.0,0,K5 V,4600.0,150.0,-150.0,0.0,0.7,0.04,-0.04,0.0,0.7,0.04,-0.04,0.0,-0.02,0.12,-0.12,0.0,[M/H],4.6,0.02,-0.02,0.0,06h07m29.35s,91.8722801,-25d35m41.63s,-25.5948963,324.6986504,27.5222874,-27.5222874,14.506,0.114,-0.114,11.728,0.025,-0.025,14.2604,0.003377,-0.003377,1.205982142857143,2.162204090623033,0,0.5692234292427231,0.0,Low Eccentricity,Dwarf,orange,0.000137589947876744,1,324.6986504,0.9804077674991315,In Habitable Zone,0.06657102879336906,Gaseous,Hotter than Earth,Close-in Planet
4823,NGTS-11 b,NGTS-11,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,35.45533,0.00019,-0.00019,0.0,0.201,0.0021,-0.0022,0.0,9.158,0.314,-0.359,0.0,0.817,0.028,-0.032,0.0,109.33352,29.24036,-23.20159,0.0,0.344,0.092,-0.073,0.0,Mass,0.13,0.1,-0.09,0.0,33.16,,,0.0,435.0,34.0,-32.0,0.0,0,K,5050.0,80.0,-80.0,0.0,0.83,0.01,-0.01,0.0,0.86,0.03,-0.03,0.0,0.22,0.08,-0.08,0.0,[Fe/H],4.5,0.1,-0.1,0.0,01h34m05.15s,23.5214497,-14d25m08.94s,-14.4191493,190.422,1.777,-1.744,12.456,0.08,-0.08,10.315,0.025,-0.025,12.1895,0.000208,-0.000208,0.8176785714285715,0.3440324732536186,0,3.5960876754736284,0.13,Low Eccentricity,Main Sequence,yellow,0.00034351393162298995,1,190.422,0.9966587250672286,Outside Habitable Zone,0.03398308514225042,Gaseous,Hotter than Earth,Moderate Distance
4824,NGTS-12 b,NGTS-12,1,1,Transit,2020,Next-Generation Transit Survey (NGTS),0,7.532806,4.8e-05,-4.8e-05,0.0,0.0757,0.0014,-0.0014,0.0,11.747,0.359,-0.359,0.0,1.048,0.032,-0.032,0.0,66.10864,6.99226,-6.99226,0.0,0.208,0.022,-0.022,0.0,Mass,0.0,,,0.0,416.0,46.0,-46.0,0.0,1257.0,34.0,-34.0,0.0,0,G,5690.0,130.0,-130.0,0.0,1.59,0.04,-0.04,0.0,1.02,0.06,-0.05,0.0,-0.03,0.11,-0.11,0.0,[Fe/H],4.04,0.04,-0.04,0.0,11h44m59.99s,176.2499418,-35d38m26.03s,-35.640563,446.442,7.706,-7.453,12.382,0.046,-0.046,10.588,0.021,-0.021,12.1279,0.000201,-0.000201,1.0488392857142859,0.2080196349905601,0,2.1439182640329015,0.0,Low Eccentricity,Main Sequence,yellow,6.212418575277475e-05,1,446.442,0.9889651351866053,Outside Habitable Zone,0.009736182530584413,Gaseous,Hotter than Earth,Close-in Planet
