,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_size_normalized,pl_mass_normalized,habitability_index,log_orbital_period,orbital_ellipse,Eccentricity_Class,star_category,star_color,star_luminosity,planet_system_count,distance_from_earth,PSI,Habitable_Zone,Density,Planet_Type,Temperature_Comparison,Distance_Class
0,11 Com b,11 Com,2,1,Radial Velocity,2007,Xinglong Station,0,323.21,0.06,-0.05,0.0,1.178,0.0,0.0,0.0,12.2,,,0.0,1.09,,,0.0,4914.89849,39.09289,-39.72855,0.0,15.464,0.123,-0.125,0.0,Msini,0.238,0.007,-0.007,0.0,,,,,,,,,0,G8 III,4874.0,,,0.0,13.76,2.85,-2.45,0.0,2.09,0.64,-0.63,0.0,-0.26,0.1,-0.1,0.0,[Fe/H],2.45,0.08,-0.08,0.0,12h20m42.91s,185.1787793,+17d47m35.71s,17.7932516,93.1846,1.9238,-1.9238,4.72307,0.023,-0.023,2.282,0.346,-0.346,4.44038,0.0038479,-0.0038479,1.0892857142857142,15.46538228445563,0,5.781391453983184,0.238,Low Eccentricity,Giant,orange,0.0005439213318791623,1,93.1846,0.8170402262316937,Outside Habitable Zone,0.6461694944827919,Gaseous,Missing,Far Planet
1,11 UMi b,11 UMi,1,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,0,516.21997,3.2,-3.2,0.0,1.53,0.07,-0.07,0.0,12.3,,,0.0,1.09,,,0.0,4684.8142,794.575,-794.575,0.0,14.74,2.5,-2.5,0.0,Msini,0.08,0.03,-0.03,0.0,,,,,,,,,0,K4 III,4213.0,46.0,-46.0,0.0,29.79,2.84,-2.84,0.0,2.78,0.69,-0.69,0.0,-0.02,,,0.0,[Fe/H],1.93,0.07,-0.07,0.0,15h17m05.90s,229.2745954,+71d49m26.19s,71.8239428,125.321,1.9765,-1.9765,5.013,0.005,-0.005,1.939,0.27,-0.27,4.56216,0.0039035,-0.0039035,1.0982142857142858,14.74139144115796,0,6.248468257907895,0.08,Low Eccentricity,Giant,orange,0.00031919053248361803,1,125.321,0.8255704534829795,Outside Habitable Zone,0.601019313092045,Gaseous,Missing,Far Planet
2,14 And b,14 And,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,186.76,0.11,-0.12,0.0,0.775,0.0,0.0,0.0,13.1,,,0.0,1.16,,,0.0,1131.1513,36.23244,-38.77507,0.0,3.559,0.114,-0.122,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K0 III,4888.0,,,0.0,11.55,1.12,-0.51,0.0,1.78,0.43,-0.29,0.0,-0.21,0.1,-0.1,0.0,[Fe/H],2.55,0.06,-0.07,0.0,23h31m17.80s,352.82415,+39d14m09.01s,39.2358367,75.4392,0.714,-0.714,5.23133,0.023,-0.023,2.331,0.24,-0.24,4.91781,0.0028262,-0.0028262,1.1696428571428572,3.5593181246066705,0,5.235164551542768,0.0,Low Eccentricity,Giant,orange,0.0009192168322230713,1,75.4392,0.9575611663264312,Outside Habitable Zone,0.12012079634220109,Gaseous,Missing,Moderate Distance
3,14 Her b,14 Her,1,2,Radial Velocity,2002,W. M. Keck Observatory,0,1765.0389,1.67709,-1.87256,0.0,2.774,0.109,-0.12,0.0,12.6,,,0.0,1.12,,,0.0,2559.47216,518.69596,-280.64248,0.0,8.053,1.632,-0.883,0.0,Mass,0.373,0.008,-0.006,0.0,,,,,,,,,0,K0 V,5338.0,25.0,-25.0,0.0,0.93,0.01,-0.01,0.0,0.91,0.11,-0.11,0.0,0.405,0.047,-0.047,0.0,[Fe/H],4.45,0.02,-0.02,0.0,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323,0.0073,-0.0073,6.61935,0.023,-0.023,4.714,0.016,-0.016,6.383,0.0003512,-0.0003512,1.125,8.053719823788546,0,7.476494408101378,0.373,Low Eccentricity,Main Sequence,yellow,0.020584643667142237,2,17.9323,0.9044638874901723,Outside Habitable Zone,0.3054570585505603,Gaseous,Missing,Far Planet
4,16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Observatories,0,798.5,1.0,-1.0,0.0,1.66,0.03,-0.03,0.0,13.5,,,0.0,1.2,,,0.0,565.7374,25.4264,-25.4264,0.0,1.78,0.08,-0.08,0.0,Msini,0.68,0.02,-0.02,0.0,,,,,,,,,0,G3 V,5750.0,8.0,-8.0,0.0,1.13,0.01,-0.01,0.0,1.08,0.04,-0.04,0.0,0.06,,,0.0,[Fe/H],4.36,0.01,-0.01,0.0,19h41m51.75s,295.4656422,+50d31m00.57s,50.5168243,21.1397,0.011,-0.0111,6.215,0.016,-0.016,4.651,0.016,-0.016,6.06428,0.0006029,-0.0006029,1.205357142857143,1.7801680302076777,0,6.683986532274009,0.68,High Eccentricity,Main Sequence,yellow,0.01390732146373321,1,21.1397,0.9785337669928313,Outside Habitable Zone,0.054894012316388865,Gaseous,Missing,Far Planet
5,17 Sco b,17 Sco,1,1,Radial Velocity,2020,Lick Observatory,0,578.38,2.01,-2.09,0.0,1.45,0.02,-0.02,0.0,12.9,,,0.0,1.15,,,0.0,1373.01872,47.67426,-38.13941,0.0,4.32,0.15,-0.12,0.0,Msini,0.06,0.03,-0.02,0.0,,,,,,,,,0,K3 III,4157.0,11.0,-10.0,0.0,25.92,0.78,-0.74,0.0,1.22,0.13,-0.14,0.0,-0.01,0.1,-0.1,0.0,[Fe/H],1.7,0.04,-0.06,0.0,16h13m50.90s,243.4620874,-11d50m16.05s,-11.8377905,124.953,2.59,-2.59,5.22606,0.023,-0.023,2.094,0.244,-0.244,4.75429,0.005055,-0.005055,1.1517857142857144,4.320386154814349,0,6.361958566272094,0.06,Low Eccentricity,Giant,orange,0.0003347195017440072,1,124.953,0.9485755079376936,Outside Habitable Zone,0.15269285600688337,Gaseous,Missing,Far Planet
6,18 Del b,18 Del,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,982.85,1.06,-0.92,0.0,2.476,0.002,-0.002,0.0,12.5,,,0.0,1.12,,,0.0,2926.24614,50.85255,-24.47279,0.0,9.207,0.16,-0.077,0.0,Msini,0.024,0.007,-0.018,0.0,,,,,,,,,0,G6 III,4980.0,,,0.0,8.8,0.61,-0.4,0.0,2.1,0.13,-0.09,0.0,-0.06,0.1,-0.1,0.0,[Fe/H],2.87,0.03,-0.05,0.0,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.222,0.6217,-0.6217,5.51048,0.023,-0.023,3.366,0.204,-0.204,5.27476,0.0026539,-0.0026539,1.1160714285714286,9.207822970421649,0,6.891473446407854,0.024,Low Eccentricity,Main Sequence,orange,0.0009484812506454749,1,76.222,0.8908539967870286,Outside Habitable Zone,0.35767798109535626,Gaseous,Missing,Far Planet
7,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,Gemini Observatory,0,,,,,330.0,,,0.0,18.647,,,0.0,1.664,,,0.0,3000.0,300.0,-300.0,0.0,8.0,1.0,-1.0,0.0,Mass,,,,,,,,,1700.0,100.0,-100.0,0.0,0,K7 V,4060.0,300.0,-200.0,0.0,1.31,0.18,-0.1,0.0,0.85,0.2,-0.1,0.0,,,,,,4.0,0.14,-0.1,0.0,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.135,1.332,-1.307,12.618,0.069,-0.069,8.916,0.021,-0.021,12.0572,0.002275,-0.002275,1.6649107142857142,9.439899307740717,0,Missing,Missing,Missing,Main Sequence,orange,0.000651805076152605,1,139.135,0.9066531220018106,Outside Habitable Zone,0.11046017652983407,Gaseous,Hotter than Earth,Far Planet
8,24 Boo b,24 Boo,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,0,30.33,0.0,-0.01,0.0,0.194,0.0,0.0,0.0,13.9,,,0.0,1.24,,,0.0,280.64248,11.44182,-13.66662,0.0,0.883,0.036,-0.043,0.0,Msini,0.032,0.039,-0.023,0.0,,,,,,,,,0,G3 IV,4816.0,,,0.0,12.19,1.45,-1.28,0.0,1.05,0.27,-0.18,0.0,-0.78,0.1,-0.1,0.0,[Fe/H],2.28,0.09,-0.07,0.0,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.9863,0.63685,-0.63685,5.59,0.001,-0.001,3.159,0.28,-0.28,5.3339,0.0019998,-0.0019998,1.2410714285714286,0.8830789175582127,0,3.4445761049641,0.032,Low Eccentricity,Giant,orange,0.0006067269770794187,1,95.9863,0.9891040006115788,Outside Habitable Zone,0.024947119044195235,Gaseous,Missing,Moderate Distance
9,24 Sex b,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,0,452.8,2.1,-4.5,0.0,1.333,0.004,-0.009,0.0,13.4,,,0.0,1.19,,,0.0,632.46,82.63,-120.77,0.0,1.99,0.26,-0.38,0.0,Msini,0.09,0.14,-0.06,0.0,,,,,,,,,0,K0 IV,5098.0,44.0,-44.0,0.0,4.9,0.08,-0.08,0.0,1.54,0.08,-0.08,0.0,-0.03,0.04,-0.04,0.0,[Fe/H],3.5,0.1,-0.1,0.0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,6.20374,0.0004976,-0.0004976,1.1964285714285716,1.9901195720578981,0,6.117656572345742,0.09,Low Eccentricity,Main Sequence,yellow,0.001242502059181917,2,72.0691,0.9760710622322755,Outside Habitable Zone,0.06275235940003017,Gaseous,Missing,Far Planet
10,24 Sex c,24 Sex,1,2,Radial Velocity,2010,Lick Observatory,0,883.0,32.4,-13.8,0.0,2.08,0.05,-0.02,0.0,13.9,,,0.0,1.24,,,0.0,273.32,111.24,-69.92,0.0,0.86,0.35,-0.22,0.0,Msini,0.29,0.16,-0.09,0.0,,,,,,,,,0,K0 IV,5098.0,44.0,-44.0,0.0,4.9,0.08,-0.08,0.0,1.54,0.08,-0.08,0.0,-0.03,0.04,-0.04,0.0,[Fe/H],3.5,0.1,-0.1,0.0,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,0.6854,-0.6728,6.4535,0.023,-0.023,4.285,0.016,-0.016,6.20374,0.0004976,-0.0004976,1.2410714285714286,0.8600377595972309,0,6.784457062637643,0.29,Low Eccentricity,Main Sequence,yellow,0.001242502059181917,2,72.0691,0.9893658328485702,Outside Habitable Zone,0.024296202688771286,Gaseous,Missing,Far Planet
11,2M0437 b,2MASS J04372171+2651014,1,1,Imaging,2021,Subaru Telescope,0,,,,,118.0,1.3,-1.3,0.0,13.0,,,0.0,1.16,,,0.0,1271.31363,317.82841,-317.82841,0.0,4.0,1.0,-1.0,0.0,Mass,,,,,,,,,1450.0,50.0,-50.0,0.0,0,M V,3100.0,100.0,-100.0,0.0,0.84,0.11,-0.11,0.0,0.17,0.01,-0.02,0.0,0.01,0.05,-0.05,0.0,[Fe/H],4.5,0.5,-0.5,0.0,04h37m21.73s,69.3405531,+26d51m01.08s,26.8502997,128.484,1.196,-1.174,16.186,1.133,-1.133,10.386,0.018,-0.018,14.3374,0.000772,-0.000772,1.1607142857142858,4.000357551919446,0,Missing,Missing,Missing,Main Sequence,red,0.0009804860941310012,1,128.484,0.9609031275128497,Outside Habitable Zone,0.13814463934997787,Gaseous,Hotter than Earth,Far Planet
12,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2,1,Imaging,2013,Paranal Observatory,0,,,,,84.0,,,0.0,12.3,,,0.0,1.1,,,0.0,4131.79,317.83,-317.83,0.0,13.0,1.0,-1.0,0.0,Mass,,,,,,,,,,,,,0,M5.5/M6,,,,,,,,,0.19,0.02,-0.02,0.0,,,,,,,,,,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291,47.2,3.1,-3.1,15.788,0.275,-0.275,9.237001,0.022,-0.022,,,,1.0982142857142858,13.001227186910006,0,Missing,Missing,Missing,Main Sequence,red,0.00708668486067222,1,47.2,0.8430502872644003,Outside Habitable Zone,0.5300713073403382,Gaseous,Missing,Far Planet
13,2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013,W. M. Keck Observatory,0,,,,,52.0,6.0,-6.0,0.0,11.209,,,0.0,1.0,,,0.0,7786.5,794.5,-794.5,0.0,24.5,2.5,-2.5,0.0,Mass,,,,,,,,,1600.0,100.0,-100.0,0.0,0,M3.5 V,3530.0,50.0,-50.0,0.0,0.37,0.01,-0.01,0.0,0.4,0.05,-0.05,0.0,,,,,,4.86,0.0,0.0,0.0,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.8281,0.0864,-0.086,14.244,0.074,-0.074,9.198,0.026,-0.026,12.9025,0.001151,-0.001151,1.0008035714285715,24.50125865324103,0,Missing,Missing,Missing,Dwarf,orange,0.01244734576112296,1,33.8281,0.7812609574863203,Outside Habitable Zone,1.3199365991758059,Gaseous,Hotter than Earth,Far Planet
14,2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,Imaging,2015,Cerro Tololo Inter-American Observatory,0,,,,,156.0,10.0,-10.0,0.0,16.141,0.336,-0.336,0.0,1.44,0.03,-0.03,0.0,4417.837,349.613,-349.613,0.0,13.9,1.1,-1.1,0.0,Mass,,,,,,,,,,,,,0,M6,3064.0,76.0,-76.0,0.0,0.28,0.01,-0.01,0.0,0.11,0.01,-0.01,0.0,,,,,,4.59,0.06,-0.06,0.0,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,40.0896412,0.1940496,-0.1940496,,,,10.404,0.025,-0.025,15.0123,0.000624,-0.000624,1.4411607142857141,13.901312146003777,0,Missing,Missing,Missing,Dwarf,red,Missing,1,40.0896412,0.8296071130509073,Missing,0.2508012902002286,Gaseous,Missing,Far Planet
15,2MASS J0249-0557 c,2MASS J0249-0557 A,2,1,Imaging,2018,Mauna Kea Observatory,0,,,,,1950.0,200.0,-200.0,0.0,12.4,,,0.0,1.11,,,0.0,3686.80952,413.17693,-317.82841,0.0,11.6,1.3,-1.0,0.0,Mass,,,,,,,,,,,,,0,M6 V,2859.0,157.0,-157.0,0.0,0.32,0.01,-0.01,0.0,0.05,0.01,-0.01,0.0,,,,,,4.91,0.0,0.0,0.0,02h49m56.44s,42.4851627,-05d57m35.97s,-5.9599921,66.0613,0.4543,-0.4482,18.3,0.2,-0.2,11.055,0.021,-0.021,15.6894,0.001224,-0.001224,1.1071428571428572,11.601036878539961,0,Missing,Missing,Missing,Dwarf,red,0.004193308922032021,1,66.0613,0.7902594865593326,Outside Habitable Zone,0.46163320036849786,Gaseous,Missing,Far Planet
16,2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,,,,,572.0,7.0,-7.0,0.0,12.2,,,0.0,1.08,,,0.0,5720.91133,317.82841,-317.82841,0.0,18.0,1.0,-1.0,0.0,Mass,,,,,,,,,2369.0,21.0,-5.0,0.0,0,,2943.0,157.0,-157.0,0.0,0.29,0.01,-0.01,0.0,0.26,0.02,-0.02,0.0,,,,,,4.94,0.0,0.0,0.0,03h59m09.86s,59.7911026,+20d09m35.91s,20.1599759,117.435,2.32,-2.233,,,,12.533,0.028,-0.028,16.9967,0.001082,-0.001082,1.0892857142857142,18.001608967904343,0,Missing,Missing,Missing,Dwarf,red,Missing,1,117.435,0.8242198296207399,Missing,0.7521372800696392,Gaseous,Hotter than Earth,Far Planet
17,2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010,Hubble Space Telescope,0,,,,,15.0,,,0.0,12.6,,,0.0,1.13,,,0.0,2383.6,794.5,-794.5,0.0,7.5,2.5,-2.5,0.0,Mass,,,,,,,,,,,,,0,M8.5,2936.0,182.0,-182.0,0.0,0.23,0.01,-0.01,0.0,0.02,,,0.0,,,,,,5.01,0.0,0.0,0.0,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,120.423987,5.4783417,-5.4783417,,,,13.161,0.025,-0.025,18.9668,0.006833,-0.006833,1.125,7.500314663310258,0,Missing,Missing,Missing,Dwarf,red,Missing,1,120.423987,0.91054290596619,Missing,0.2844678118167598,Gaseous,Missing,Far Planet
18,2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,,,,,266.0,8.0,-8.0,0.0,11.9,,,0.0,1.06,,,0.0,8899.1954,3178.28407,-2224.79885,0.0,28.0,10.0,-7.0,0.0,Mass,,,,,,,,,2677.0,78.0,-76.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,11h01m19.09s,165.3295388,-77d32m38.73s,-77.5440912,,,,,,,11.632,0.026,-0.026,18.3299,0.002294,-0.002294,1.0625,28.002502831969792,0,Missing,Missing,Missing,Main Sequence,red,Missing,1,Missing,0.7441751218948034,Missing,1.2607275670580553,Gaseous,Hotter than Earth,Far Planet
19,2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,,,,,587.0,2.0,-2.0,0.0,12.1,,,0.0,1.08,,,0.0,6356.56814,317.82841,-317.82841,0.0,20.0,1.0,-1.0,0.0,Mass,,,,,,,,,2506.0,2.0,-2.0,0.0,0,,3021.0,157.0,-157.0,0.0,0.6,0.02,-0.02,0.0,0.59,0.02,-0.02,0.0,,,,,,4.65,0.01,-0.01,0.0,11h55m04.60s,178.7691634,-79d19m11.12s,-79.3197558,100.862,0.603,-0.596,16.957,0.309,-0.309,10.079,0.021,-0.021,14.818,0.001725,-0.001725,1.0803571428571428,20.0017877281309,0,Missing,Missing,Missing,Dwarf,red,0.0016668398278348246,1,100.862,0.8060817384656864,Outside Habitable Zone,0.8565998353272525,Gaseous,Hotter than Earth,Far Planet
20,2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004,Paranal Observatory,0,,,,,55.0,,,0.0,12.9,,,0.0,1.15,,,0.0,1589.15,635.66,-635.66,0.0,5.0,2.0,-2.0,0.0,Mass,,,,,,,,,1250.0,200.0,-200.0,0.0,0,M8,2825.0,157.0,-157.0,0.0,0.22,0.01,-0.01,0.0,0.02,,,0.0,,,,,,5.03,0.02,-0.02,0.0,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.308,0.6569,-0.644,20.15,0.19,,11.945,0.026,-0.026,17.4076,0.002154,-0.002154,1.1517857142857144,5.0004719949653875,0,Missing,Missing,Missing,Dwarf,red,0.004872423669834334,1,64.308,0.9538253924205534,Outside Habitable Zone,0.1767287281584469,Gaseous,Hotter than Earth,Far Planet
21,2MASS J19383260+4603591 b,2MASS J19383260+4603591,2,3,Eclipse Timing Variations,2015,Kepler,0,406.0,4.0,-4.0,0.0,0.92,0.02,-0.02,0.0,13.4,,,0.0,1.2,,,0.0,603.877,31.783,-31.783,0.0,1.9,0.1,-0.1,0.0,Mass,0.33,0.05,-0.05,0.0,,,,,,,,,0,,29564.0,,,0.0,0.2,0.0,0.0,0.0,0.48,,,0.0,-0.092,,,0.0,[Fe/H],5.51,0.01,-0.01,0.0,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,396.332,6.3885,-6.3885,12.651,0.215,-0.215,12.955,0.029,-0.029,12.1376,0.003687,-0.003687,1.1964285714285716,1.900179358086847,0,6.008813185442595,0.33,Low Eccentricity,Main Sequence,blue,8.053906399232103e-05,3,396.332,0.9771422427401129,Outside Habitable Zone,0.05991636868325589,Gaseous,Missing,Moderate Distance
22,2MASS J21252752-8138278 b,2MASS J21252752-8138278,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,0,,,,,7493.0,11.0,-11.0,0.0,12.4,,,0.0,1.1,,,0.0,3813.94088,317.82841,-317.82841,0.0,12.0,1.0,-1.0,0.0,Mass,,,,,,,,,1616.0,32.0,-3.0,0.0,0,,3592.0,157.0,-157.0,0.0,0.67,0.02,-0.02,0.0,0.64,0.02,-0.02,0.0,,,,,,4.59,0.01,-0.01,0.0,21h25m27.91s,321.3662989,-81d38m29.36s,-81.6414894,34.1154,0.0811,-0.0807,11.804,0.07,-0.07,7.341,0.04,-0.04,10.8133,0.002088,-0.002088,1.1071428571428572,12.001072624292007,0,Missing,Missing,Missing,Dwarf,orange,0.010142108805962067,1,34.1154,0.6845937303417181,Outside Habitable Zone,0.47755158624268856,Gaseous,Hotter than Earth,Far Planet
23,2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,Imaging,2016,W. M. Keck Observatory,0,,,,,230.0,20.0,-20.0,0.0,12.3,,,0.0,1.1,,,0.0,3972.875,476.745,-476.745,0.0,12.5,1.5,-1.5,0.0,Mass,,,,,,,,,,,,,0,K7 V,4045.0,35.0,-35.0,0.0,0.64,0.06,-0.06,0.0,0.6,0.05,-0.05,0.0,,,,,,4.62,0.09,-0.13,0.0,22h36m24.62s,339.1025931,+47d51m42.06s,47.861683,69.5737,0.1592,-0.1585,12.368,0.057,-0.057,9.148,0.018,-0.018,11.9484,0.000737,-0.000737,1.0982142857142858,12.501179987413467,0,Missing,Missing,Missing,Dwarf,orange,0.002555108085024491,1,69.5737,0.8435300450761191,Outside Habitable Zone,0.5096839493657098,Gaseous,Missing,Far Planet
24,30 Ari B b,30 Ari B,4,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,0,335.10001,2.5,-2.5,0.0,0.99,0.02,-0.02,0.0,12.3,,,0.0,1.1,,,0.0,4392.4106,572.094,-572.094,0.0,13.82,1.8,-1.8,0.0,Msini,0.29,0.09,-0.09,0.0,,,,,,,,,0,F6 V,6331.0,61.0,-61.0,0.0,1.41,0.05,-0.05,0.0,1.93,0.27,-0.27,0.0,0.19,,,0.0,[Fe/H],4.43,0.05,-0.05,0.0,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,44.657,0.1039,-0.1034,7.09209,0.023,-0.023,5.822,0.021,-0.021,6.96085,0.000512,-0.000512,1.0982142857142858,13.82130459408433,0,5.817408764484109,0.29,Low Eccentricity,Main Sequence,white,0.0035562734666159815,1,44.657,0.8364517841323614,Outside Habitable Zone,0.5635065744187289,Gaseous,Missing,Moderate Distance
25,4 UMa b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,0,270.27,0.24,-0.09,0.0,0.877,0.001,0.0,0.0,12.6,,,0.0,1.12,,,0.0,2511.48007,63.24785,-120.13914,0.0,7.902,0.199,-0.378,0.0,Msini,0.453,0.021,-0.036,0.0,,,,,,,,,0,K1 III,4415.0,70.0,-70.0,0.0,18.11,1.47,-1.47,0.0,1.23,0.15,-0.15,0.0,-0.25,0.04,-0.04,0.0,[Fe/H],1.8,0.15,-0.15,0.0,08h40m12.67s,130.0528099,+64d19m40.98s,64.3280504,73.4603,1.18605,-1.18605,4.5801,0.023,-0.023,1.734,0.218,-0.218,4.23773,0.0047288,-0.0047288,1.125,7.902706324732536,0,5.60311463485544,0.453,Low Eccentricity,Giant,orange,0.0008487300228359232,1,73.4603,0.9063079959087053,Outside Habitable Zone,0.299729501566665,Gaseous,Missing,Moderate Distance
26,42 Dra b,42 Dra,2,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,0,479.1,6.2,-6.2,0.0,1.19,0.01,-0.01,0.0,13.0,,,0.0,1.16,,,0.0,1233.13,270.14,-270.14,0.0,3.88,0.85,-0.85,0.0,Msini,0.38,0.06,-0.06,0.0,,,,,,,,,0,K1.5 III,4200.0,70.0,-70.0,0.0,22.03,1.0,-1.0,0.0,0.98,0.05,-0.05,0.0,-0.46,0.05,-0.05,0.0,[Fe/H],1.71,0.05,-0.05,0.0,18h25m59.40s,276.4975053,+65d33m48.11s,65.5633652,90.6545,1.3227,-1.3227,4.8262,0.023,-0.023,2.085,0.216,-0.216,4.43216,0.006238,-0.006238,1.1607142857142858,3.8802076777847705,0,6.173994415536895,0.38,Low Eccentricity,Giant,orange,0.0005872548084600261,1,90.6545,0.9537779444410779,Outside Habitable Zone,0.1339954949760416,Gaseous,Missing,Far Planet
27,47 UMa b,47 UMa,1,3,Radial Velocity,1996,Lick Observatory,0,1078.0,2.0,-2.0,0.0,2.1,0.02,-0.02,0.0,13.2,,,0.0,1.18,,,0.0,804.08,22.25,-19.07,0.0,2.53,0.07,-0.06,0.0,Msini,0.032,0.014,-0.014,0.0,,,,,,,,,0,G0 V,5872.0,92.94,-113.53,0.0,1.21,0.04,-0.06,0.0,1.06,0.13,-0.14,0.0,0.04,0.1,-0.1,0.0,[M/H],4.3,0.07,-0.07,0.0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294,1.1785714285714286,2.5301447451227186,0,6.983789965258135,0.032,Low Eccentricity,Main Sequence,yellow,0.02644364733999374,3,13.7967,0.9696747743246943,Outside Habitable Zone,0.0834620133680107,Gaseous,Missing,Far Planet
28,47 UMa c,47 UMa,1,3,Radial Velocity,2001,Lick Observatory,0,2391.0,100.0,-87.0,0.0,3.6,0.1,-0.1,0.0,14.2,,,0.0,1.27,,,0.0,171.621,20.976,-23.201,0.0,0.54,0.066,-0.073,0.0,Msini,0.098,0.047,-0.096,0.0,,,,,,,,,0,G1 V,5872.0,92.94,-113.53,0.0,1.21,0.04,-0.06,0.0,1.06,0.13,-0.14,0.0,0.04,0.1,-0.1,0.0,[M/H],4.3,0.07,-0.07,0.0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294,1.2678571428571428,0.5400283196979232,0,7.779885115070522,0.098,Low Eccentricity,Main Sequence,yellow,0.02644364733999374,3,13.7967,0.9930760713678619,Outside Habitable Zone,0.014309247177566934,Gaseous,Missing,Far Planet
